Database,TF,TargetGene,Tissue,Experiment
SPP,R1881,HACD3,prostate,"R1881 | FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 |Â FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 |Â FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1"
SPP,DHT,HACD3,prostate,"DHT | FOXA1 ChIP-Seq, POU2F1 KD + DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq - C4- Rep 2B, DHT | FOXA1 ChIP-Seq, DHT | FOXP1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq"
SPP,GABPA,HACD3,liver,GABPA IP - HepG2 cells
SPP,GATA2,HACD3,vasculature,GATA2 IP - HUVEC cells
SPP,THAP1,HACD3,leukocytes,THAP1 IP - K562 cells
SPP,UBTF,HACD3,leukocytes,UBTF IP - K562 cells
SPP,POU2F1,HACD3,prostate,POU2F1 KD + DHT | FOXA1 ChIP-Seq
SPP,JUND,HACD3,vasculature,JUND IP
SPP,CREB1,HACD3,prostate,"CREB1 ChIP-Seq - LNCaP-abl, CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP"
SPP,MYC,HACD3,leukocytes,"MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP | IFNA1 - K562 cells, 6 h, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 6 h"
SPP,OTX2,HACD3,stemcells,"OTX2 IP - Rep 6 , OTX2 IP - Rep 10 "
SPP,MAX,HACD3,uterus,"MAX IP - HeLa cells, Rep 2, MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells"
SPP,STAT1,HACD3,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
SPP,IFNG,HACD3,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min"
SPP,AR,HACD3,prostate,"AR Q640X OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq"
SPP,FOXA1,HACD3,liver,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1"
SPP,FOXA2,HACD3,stemcells,"FOXA2 IP - ES D7, FOXA2 IP - Rep 1 , FOXA2 IP - Rep 5 , FOXA2 IP - ES D5"
SPP,TBP,HACD3,uterus,TBP IP - HeLa cells
SPP,GATA4,HACD3,stemcells,"GATA4 IP - Rep 11 , GATA4 IP - Rep 8 , GATA4 IP - Rep 9 , GATA4 IP - Rep 10 , GATA4 IP - Rep 3 , GATA4 IP - Rep 12 "
SPP,FOXA1,HACD3,pancreas,"FOXA1 IP, FOXA1 IP, FOXA1 IP | KLF5 KO"
SPP,CREB1,HACD3,lung,CREB1 IP | DEX - A549 cells
SPP,DEX,HACD3,lung,"CREB1 IP | DEX - A549 cells, FOXA1 IP | DEX - A549 cells"
SPP,PAX5,HACD3,leukocytes,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells"
SPP,TEAD4,HACD3,uterus,TEAD4 IP - ECC1 cells
SPP,FOS,HACD3,mammarygland,"FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP - MCF10A cells"
SPP,4HT,HACD3,mammarygland,"FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, MYC IP | 4HT - MCF10A cells"
SPP,MYB,HACD3,leukocytes,"MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 5, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - MOLT3"
SPP,RELA,HACD3,adiposetissue,RELA IP
SPP,CTCF,HACD3,liver,"CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells , CTCF IP - HepG2 cells, Rep 1 , CTCF IP"
SPP,CREB1,HACD3,liver,"CREB1 IP - HepG2 cells, CREB1 IP"
SPP,BICALU,HACD3,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU + HES6 OE | E2F1 ChIP-Seq - Rep 2, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1"
SPP,MYC,HACD3,uterus,MYC IP - HeLa cells
SPP,17BE2,HACD3,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1"
SPP,SP1,HACD3,leukocytes,SP1 IP - GM12878 cells
SPP,FOSL2,HACD3,lung,FOSL2 IP - A549 cells
SPP,FOXP1,HACD3,colon,FOXP1 IP 
SPP,CEBPB,HACD3,uterus,CEBPB ChIP-Seq - HeLaS3
SPP,JUN,HACD3,leukocytes,"JUN IP - K562 cells, Rep 1, JUN IP - K562 cells, Rep 2"
SPP,ELF1,HACD3,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells"
SPP,CEBPB,HACD3,leukocytes,CEBPB IP
SPP,BATF,HACD3,leukocytes,BATF IP - GM12878 cells
SPP,FOXA2,HACD3,embryonictissue,"FOXA2 IP - Rep 1, FOXA2 IP - Rep 2"
SPP,NANOG,HACD3,stemcells,NANOG IP - Rep 8 
SPP,HMGN3,HACD3,leukocytes,HMGN3 IP - K562 cells
SPP,REST,HACD3,stemcells,"REST IP - H1 cells, Rep 1"
SPP,FOSL2,HACD3,liver,FOSL2 IP - HepG2 cells
SPP,E2F1,HACD3,uterus,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1"
SPP,TEAD4,HACD3,leukocytes,TEAD4 IP - K562 cells
SPP,FOXP1,HACD3,prostate,DHT | FOXP1 ChIP-Seq
SPP,SOX17,HACD3,stemcells,SOX17 IP - Rep 1 
SPP,MAX,HACD3,leukocytes,"MAX IP - NB4 cells, MAX IP - K562 cells, Rep 2, MAX IP - K562 cells, MAX IP - GM12878 cells"
SPP,JUND,HACD3,leukocytes,JUND IP - K562 cells
SPP,GATA4,HACD3,stomach,GATA4 IP - AGS
SPP,ETS1,HACD3,leukocytes,"ETS1 IP, ETS1 IP - K562 cells"
SPP,ZKSCAN1,HACD3,uterus,ZKSCAN1 IP - HeLa cells
SPP,ZBTB7A,HACD3,leukocytes,ZBTB7A IP - SK-N-SH cells
SPP,EGR1,HACD3,colon,EGR1 IP - HCT116 cells
SPP,E2F6,HACD3,uterus,E2F6 IP - HeLa cells
SPP,ATF3,HACD3,leukocytes,ATF3 IP - K562 cells
SPP,REST,HACD3,leukocytes,"REST IP - HL60 cells, REST IP - GM12878 cells, Rep 10 "
SPP,REST,HACD3,cns,"REST IP - U87 cells, REST IP - PFSK-N-SH cells1 cells, Rep 1, REST IP - SK-N-SH cells, REST IP - SK cells, REST IP - PFSK1 cells, Rep 2"
SPP,MAFF,HACD3,liver,MAFF IP - HepG2 cells
SPP,CEBPB,HACD3,stemcells,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP"
SPP,MYC,HACD3,mammarygland,"MYC IP, MYC IP - MCF-10A cells, MYC IP | 4HT - MCF10A cells, DHT | MYC ChIP-Seq"
SPP,TBP,HACD3,stemcells,TBP IP - H1 cells
SPP,E2F6,HACD3,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells"
SPP,YY1,HACD3,lung,YY1 IP - A549 cells
SPP,YY1,HACD3,leukocytes,"YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12878 cells, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1, YY1 IP - K562 cells, Rep 2"
SPP,GATA1,HACD3,hspcs,"GATA1 IP - Rep 1, GATA1 IP - Rep 3, GATA1 IP - PBDE cells, Rep 1"
SPP,MEF2A,HACD3,leukocytes,MEF2A IP - GM12878 cells
SPP,JUND,HACD3,uterus,JUND IP - HeLa cells
SPP,TP53,HACD3,bone,TP53 IP | TP53EE/RR OE
SPP,REST,HACD3,lung,REST IP - A549 cells
SPP,USF1,HACD3,uterus,USF1 IP - ECC1 cells
SPP,YY1,HACD3,colon,YY1 IP - HCT116 cells
SPP,HEY1,HACD3,leukocytes,HEY1 IP - K562 cells
SPP,E2F1,HACD3,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells"
SPP,CEBPB,HACD3,liver,CEBPB ChIP-Seq - HepG2
SPP,E2F6,HACD3,stemcells,E2F6 IP - H1 cells
SPP,JUN,HACD3,liver,JUN IP - HepG2 cells
SPP,CEBPA,HACD3,leukocytes,CEBPA IP
SPP,CREB1,HACD3,stemcells,CREB1 IP - H1 cells
SPP,GATA3,HACD3,mammarygland,"GATA3 IP - T47D cells, GATA3 IP - MCF7 cells"
SPP,E2F6,HACD3,lung,E2F6 IP - A549 cells
SPP,FOXA1,HACD3,lung,"FOXA1 IP | DEX - A549 cells, FOXA1 IP - A549 cells"
SPP,CREB1,HACD3,leukocytes,"CREB1 IP - GM12878 cells, CREB1 IP - K562 cells"
SPP,MAX,HACD3,colon,MAX IP - HCT116 cells
SPP,MAZ,HACD3,lung,MAZ IP - IMR cells
SPP,MAX,HACD3,cns,MAX IP - SK-N-SH cells
SPP,CTCF,HACD3,kidney,"CTCF IP - HEK293 cells, Rep 1 "
SPP,MAX,HACD3,lung,"MAX IP - A549 cells, MAX IP - A549 cells"
SPP,MYC,HACD3,bone,"MYC IP, MYC IP, MYC IP, MYC IP"
SPP,YY1,HACD3,liver,YY1 IP - HepG2 cells
SPP,STAT1,HACD3,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 3, STAT1 IP - Rep 1, STAT1 IP - Rep 2"
SPP,IFNG,HACD3,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 3, IRF1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 1, MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 2"
SPP,MAX,HACD3,stemcells,MAX IP - H1 cells
SPP,GATA6,HACD3,stemcells,"GATA6 IP - Rep 5 , GATA6 IP - Rep 1 , GATA6 IP - Rep 7 "
SPP,HOXA6,HACD3,colon,HOXA6 IP 
SPP,CEBPB,HACD3,mammarygland,CEBPB IP - MCF7 cells
SPP,MAZ,HACD3,leukocytes,"MAZ IP - K562 cells, MAZ IP - GM12878 cells"
SPP,JUN,HACD3,vasculature,JUN IP
SPP,EOMES,HACD3,stemcells,EOMES IP - Rep 3 
SPP,GATA2,HACD3,prostate,"GATA2 KD + R1881 |Â FOXA1 ChIP-Seq, GATA2 KD  |Â FOXA1 ChIP-Seq, FOXA1 KD |Â GATA2 ChIP-Seq"
SPP,POU2F2,HACD3,leukocytes,POU2F2 IP - GM12878 cells
SPP,PIAS1,HACD3,prostate,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
SPP,TCF12,HACD3,uterus,TCF12 IP - ECC1 cells
SPP,JUND,HACD3,liver,"JUND IP - HepG2 cells, JUND IP - HepG2 cells"
SPP,IFNA1,HACD3,leukocytes,"MYC IP | IFNA1 - K562 cells, 6 h"
SPP,TBP,HACD3,liver,TBP IP - HepG2 cells
SPP,MYBL2,HACD3,liver,MYBL2 IP - HepG2 cells
SPP,EBF1,HACD3,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells"
SPP,REST,HACD3,pancreas,"REST IP - Panc1 cells, Rep 3"
SPP,DHT,HACD3,mammarygland,"DHT | FOXA1 ChIP-Seq, DHT | MYC ChIP-Seq"
SPP,HIF1A,HACD3,bone,HIF1A IP
SPP,FOXA1,HACD3,stemcells,"FOXA1 IP - ES D2, FOXA1 IP - Rep 5 "
SPP,TBP,HACD3,leukocytes,TBP IP - K562 cells
SPP,MYC,HACD3,stemcells,MYC IP - Rep 2 
SPP,REST,HACD3,liver,"REST IP - HepG2 cells, Rep 2"
SPP,MXI1,HACD3,liver,MXI1 IP - HepG2 cells
SPP,TAL1,HACD3,colon,TAL1 IP 
SPP,ATF2,HACD3,colon,ATF2 IP 
SPP,CTCF,HACD3,vasculature,"CTCF IP - HUVEC cells, Rep 1 "
SPP,FOS,HACD3,vasculature,FOS IP - HUVEC cells
SPP,MAX,HACD3,liver,"MAX IP - HepG2 cells, MAX IP - MCF7 cells, MAX IP - HepG2 cells"
SPP,IRF1,HACD3,leukocytes,"IRF1 IP | IFNG - K562 cells, 30 min"
SPP,E2F4,HACD3,leukocytes,E2F4 IP - K562 cells
SPP,MXI1,HACD3,uterus,MXI1 IP - HeLa cells
SPP,REST,HACD3,mammarygland,REST IP - MCF7 cells
SPP,MXI1,HACD3,lung,MXI1 IP - IMR cells
SPP,RUNX1,HACD3,hspcs,RUNX1
SPP,ARID3A,HACD3,liver,ARID3A IP - HepG2 cells
SPP,MTA3,HACD3,leukocytes,MTA3 IP - GM12878 cells
SPP,GTF2B,HACD3,uterus,"GTF2B IP - Rep 2, GTF2B IP - Rep 3"
SPP,GATA2,HACD3,hspcs,GATA2 IP
SPP,ETV5,HACD3,colon,ETV5 IP 
SPP,GATA3,HACD3,cns,GATA3 IP - SK-N-SH cells
SPP,STAT3,HACD3,leukocytes,STAT3 IP - SU-DHL-6
SPP,MXI1,HACD3,cns,MXI1 IP - SK-N-SH cells 
SPP,HOXA4,HACD3,colon,HOXA4 IP 
SPP,FOSL2,HACD3,mammarygland,FOSL2 IP - MCF7 cells
SPP,TP53,HACD3,lung,"TP53 IP - propapoptic, Rep 1"
SPP,MXI1,HACD3,leukocytes,MXI1 IP - GM12878 cells
SPP,USF1,HACD3,liver,USF1 IP - HepG2 cells
SPP,EGR1,HACD3,stemcells,EGR1 IP - H1 cells
SPP,MAFK,HACD3,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
SPP,YY1,HACD3,uterus,YY1 IP - ECC1 cells
SPP,YY1,HACD3,cns,YY1 IP | ATRA - SK-N-SH cells
SPP,ATRA,HACD3,cns,YY1 IP | ATRA - SK-N-SH cells
SPP,SP1,HACD3,liver,SP1 IP - HepG2 cells
SPP,RELA,HACD3,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA"
SPP,BAY082,HACD3,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA"
SPP,CTCF,HACD3,adiposetissue,CTCF ChIP-Seq - d 0
SPP,MAZ,HACD3,uterus,MAZ IP - HeLa cells
SPP,SP1,HACD3,colon,SP1 IP - HCT116 cells
SPP,EGR1,HACD3,leukocytes,EGR1 IP - K562 cells
SPP,KLF5,HACD3,stomach,KLF5 IP - KATOIII
SPP,SP1,HACD3,lung,SP1 IP - A549 cells
SPP,HEY1,HACD3,liver,HEY1 IP - HepG2 cells
SPP,ZNF263,HACD3,kidney,ZNF263 IP - HEK293 cells
SPP,FOXA2,HACD3,liver,FOXA2 IP - HepG2 cells
SPP,TCF7L2,HACD3,mammarygland,TCF7L2 ChIP-Seq
SPP,IRF4,HACD3,leukocytes,IRF4 IP
SPP,CEBPB,HACD3,lung,CEBPB ChIP-Seq - IMR90
SPP,IRF1,HACD3,colon,IRF1 IP 
SPP,JUN,HACD3,uterus,JUN IP - HeLa cells
SPP,SRF,HACD3,uterus,SRF IP - ECC1 cells
SPP,JUND,HACD3,lung,JUND IP - A549 cells
SPP,YY1,HACD3,stemcells,YY1 IP - H1 cells
SPP,KLF5,HACD3,pancreas,FOXA1 IP | KLF5 KO
SPP,MYC,HACD3,colon,MYC IP - DTT
SPP,E2F4,HACD3,uterus,E2F4 IP - HeLa cells
SPP,ZBTB7A,HACD3,uterus,ZBTB7A IP - ECC1 cells
